row_id,label,scaled_logit,polynomial_score,plaintext_decision,materialization_schema,source_data_sha256,source_model_sha256,source_feature_space,preprocessing_method,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
3,1,0.13543522179635858,0.52667080170368885,true,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.10294892002599999,0.23921104776800001,-0.381671547931,-0.39750401667099999,2.0601109565570002,1.4441986286970001,0.97499047267399996,-0.458476850524,1.127270963572,1.2409343487060001,-0.51093057202299996,-0.23359421067,2.1997610687629998,0.92767738849799997,-0.249781977539
6,0,-0.23739320266513808,0.45328705275652303,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.058226836889000003,-1.163779491778,-0.381671547931,-0.33829340852099998,-0.24511813893199999,-0.65893067480099998,-0.59421189454699996,-0.487975475682,-1.405797588362,-0.79230739903199998,-0.51093057202299996,-0.34888549929599999,-0.69270350359699995,0.48351869286299998,-0.249781977539
11,0,-0.16824209575390958,0.46687535577762174,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.035361706729999998,1.2045143340419999,-0.48201740388999997,-0.381671547931,-0.39750401667099999,-0.27791333649599997,0.67249379305900003,-0.59421189454699996,-0.487975475682,-0.55948816800300005,0.164790133709,-0.46193450046099999,0.43846964254100002,0.95976626097600004,1.175733068597,-0.249781977539
17,0,-0.34719357587534033,0.4317702730999497,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,4.3089391879379999,0.016787952730999998,0.41820991796399998,-0.54608242379299998,-0.487975475682,-1.6925047856640001,-0.17345361428799999,-0.51093057202299996,-0.34888549929599999,-1.3814467336209999,1.567207371998,-0.249781977539
18,0,-0.18316184854347586,0.46394169488422676,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.66679792899099999,-0.71339863462599995,0.77232288215,-0.39750401667099999,-1.543716864724,0.50182357128300004,0.797910344429,-0.465851506814,0.060803899736999997,-2.2392914774060002,-0.51093057202299996,1.419851587188,0.68992283130300003,-1.2104308629760001,-0.249781977539
19,1,0.34791470225072657,0.56837074350379579,true,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.36163547934899998,1.680894100815,-0.381671547931,-0.39750401667099999,-0.020106644529,-2.0764280210780002,-0.59421189454699996,-0.487975475682,0.67816611290700002,0.38398719944999998,-0.145771170758,-0.34888549929599999,-0.19156570563100001,-0.29723473093000002,-0.249781977539
21,0,-0.30443216591839289,0.440139721120273,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-0.75286499839700005,-0.381671547931,-0.39750401667099999,-0.77029678882300001,0.85988674549900002,-0.59421189454699996,-0.487975475682,-0.97259766251099999,-1.0894516972029999,-0.51093057202299996,-0.34888549929599999,0.41044213628300003,-1.2104308629760001,-0.249781977539
23,0,0.0046506821446349583,0.5009161839801376,true,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,0.152994610457,1.1372905361929999,2.2941068224399999,2.0165848680459999,0.58380790505400004,0.95482809453799999,0.69955538892299995,-0.48412140079100002,-0.34888549929599999,2.3398226584500001,-0.70041667704999999,-0.249781977539
25,0,-0.055864209679485924,0.48899544805946088,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,3.8752614904030001,0.492773806275,0.63363803651700001,-0.56152017856299996,0.29250898162,-0.013698116496,0.82143651599400003,-0.51093057202299996,-0.34888549929599999,-1.3814467336209999,1.8672157166609999,-0.249781977539
26,0,-0.34309236143035715,0.43257234965609392,false,flipguard_tabular_validation_v2,sha256:dd422160bdac66e0421fd85c945656bfc9bcb2ac1d0dbe59f4c819fa46dfbe2c,sha256:afd5351d9b781a1fad2db90dc7bca0052521a41efd7694c0ade20974824dcb4e,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,-0.39750401667099999,1.5331103512449999,0.99219305575200001,0.459187842708,-0.487975475682,-1.5250845244660001,0.072198269731999998,-0.51093057202299996,-0.34888549929599999,1.084408226111,-0.72017332413699997,-0.249781977539
