run_id,split_seed,partition_role,dataset_id,model_id,workload_id,outcome,trial_status,retuning_performed,candidate_id,log_n,q_prime_count,p_prime_count,log_default_scale,key_repeats_requested,key_repeats_completed,success_runs,decision_flips,error_violations,max_observed_error,max_error_budget_usage,v_cert,v_amb,mean_total_ms,median_total_ms,p95_total_ms,selection_contract_digest,selection_result_sha256,split_manifest_sha256,audit_csv_sha256,source_replay_verified,source_feature_space,preprocessing_method,source_data_sha256,prepared_validation_sha256,audit_source_replay_verified,audit_source_feature_space,audit_preprocessing_method,prepared_audit_sha256,selection_result_path,split_manifest_path,audit_csv_path,result_path
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,0,development_ablation_no_retuning_locked_audit,banknote,mlp_square_poly3,split_seed_0/banknote/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_13c48b68a879,14,10,1,26,3,3,3,0,0,0.008081249217698538,0.1071880404488554,207,0,452.6220872415458,437.268762,526.851025,sha256:13c48b68a8796fdb969a9b05a37ef306fe2a328de534b609b0708a9c8b2e9dd8,sha256:e9ad49c960e09af8d2cd744f1a8f4d65dff81461d5ffa50803e7dd77dc6db6ba,sha256:9ab0a925f8af775be9cda77c22bc2eb46fdc588fb1b2a800b505b14759912fea,sha256:4c7d3835f563e740cf1b0a300da4dd114e5777035fa19e321a44b3aebcddcbcd,True,model_input,identity_model_input_v1,sha256:cf669144aa9d2562e15e763319c82f420a2781a28c5b45676006eb4e8065c671,sha256:15ed6a057668a2a51434bd41d96c77e56f8fb1cfece5fc2157758967f1fa9be1,True,model_input,identity_model_input_v1,sha256:535709ef9450897b8d5df25ccb0e38ca435e7d302395734e927e7f320734c99c,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_banknote_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/banknote/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/banknote/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_banknote_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,0,development_ablation_no_retuning_locked_audit,digits_binary,mlp_square_poly3,split_seed_0/digits_binary/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_8e664d60a276,14,10,1,26,3,3,3,0,0,0.004036078607843052,0.1842744940034936,260,10,567.3223829259251,550.039907,669.870556,sha256:8e664d60a27669db8deba2141289469c74e85070228bdb46866f81607e680917,sha256:d5a69c7bd59ce22154f8639361c79d25bf5a1910e513c8310195b559f3973263,sha256:9ac6662d72a3b9826a3bab45312452fa2b6836eda3405ddb99b4114f85fa5af9,sha256:66fd5e73b52359d357350790e6fd71044c4049aa77e7c8dda736917f96f58051,True,model_input,identity_model_input_v1,sha256:0875f6feeb6927af525805e085ecf65d23242ea16bc097e1e231c4fe1ee8b085,sha256:d4d2073be880c9ae1b0010433821cd3a456161ea0e6e0319e236e4f65ecd7f70,True,model_input,identity_model_input_v1,sha256:60087e4e2c85a535ed6fc23c254e8cc64fbb0d0899754c1fd95f87447eb7de58,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_digits_binary_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/digits_binary/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/digits_binary/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_digits_binary_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,0,development_ablation_no_retuning_locked_audit,iris_binary,mlp_square_poly3,split_seed_0/iris_binary/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_analysis_minimum_rescale_N14_Q10_S22_6618ee12971e,14,10,1,22,3,3,3,0,0,0.052606115087852845,0.7880583288416013,16,0,443.5772024166667,440.263516,498.075038,sha256:6618ee12971e716616ce236876d2336e84eb0d379a09a06f21676e00545b9243,sha256:3e1104f7728517325388b010b28141c9bf37a30d2eafa35a1ee3bdbef5dc72c0,sha256:d6a75758b402d53dd49d10765738060a2704c53e1fea81fb20e24d3015619306,sha256:01127e2b725ef5e5f01ab4f0a46df0b91c672bd5813e314710c49e92b54b55b1,True,model_input,identity_model_input_v1,sha256:4d95258df0bd8313b78c8a06d376809db8e8b66d0f0910f59a78da022c051e8f,sha256:00ab763c0231e44e69818016b6f4f2fc186d99b180e8b4a7cac7d1e17825ba36,True,model_input,identity_model_input_v1,sha256:2acbe18e20b0065a963e287b81556dee68b3fd22f128da61fee40939963e5264,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_iris_binary_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/iris_binary/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/iris_binary/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_iris_binary_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,0,development_ablation_no_retuning_locked_audit,mnist_pool16,mlp_square_poly3,split_seed_0/mnist_pool16/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_7bb9513171dd,14,10,1,26,3,3,3,0,0,0.006721225620752558,0.22614313139113487,246,5,779.644579594954,759.078192,891.83068,sha256:7bb9513171ddd1ab104c23430b52362ca3fd57da9c891740180ed42abd88a577,sha256:ad9d35daf2c097d1ad05e7bf9d35955b7a64348e98959eed918eb5dffbea6a0b,sha256:39c16f8f275b77473f39746fe80f71de0b9f579473ffa7086835b4f161eae9ef,sha256:2831e6a4616a6f4021b8837a8854850ebe031260d86ec80682cd5a2afbbd533e,True,model_input,identity_model_input_v1,sha256:a34e9b347e537d153fc6dad96da00154840399e55ef95f547a8cd05457567ba5,sha256:ba2579e64af9036194292199335d84177d83f646ab50cd33cc1f9382c1661c39,True,model_input,identity_model_input_v1,sha256:303173f959e46dce57e0a5b361591b5b0562f3ca6fb9078cc38315502506291d,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_mnist_pool16_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/mnist_pool16/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/mnist_pool16/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_mnist_pool16_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,0,development_ablation_no_retuning_locked_audit,wdbc,mlp_square_poly3,split_seed_0/wdbc/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_4d1eaac64a32,14,10,1,26,3,3,3,0,0,0.025051278840745428,0.1916978295563107,85,1,563.6346737403102,547.718085,673.720912,sha256:4d1eaac64a32e371fa4d7a3542db01a09844292ab53ab14b8c5af2fe86716ed5,sha256:d8956c545594a4a36260db1f9acbb3f95d9f32b087509503df17e38e64feda3b,sha256:a5dcc9e82e7f911f0e53333c17e775f3d896570fac986c39b77505468b31c7c8,sha256:7eec7038ab3809aa9f5158f769e015cb21f1158572cac48009ee3fc4995a1860,True,model_input,identity_model_input_v1,sha256:72c543388e87345da7c2db07dd800c78d14625236e77a476268800ba081a84bc,sha256:a99d4ae620a5fe798ddc516b0534364f56cdf9269da9182cc72caae36e894650,True,model_input,identity_model_input_v1,sha256:91e345567655bf6bb6519467546c7c91949275185afb74c9e8e39940fda9b4ec,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_wdbc_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/wdbc/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_0/wdbc/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed0_wdbc_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,1,post_freeze_no_retuning_locked_audit,banknote,mlp_square_poly3,split_seed_1/banknote/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_analysis_minimum_rescale_N14_Q10_S22_ed8d37a0a82e,14,10,1,22,3,3,3,0,0,0.0643746538281672,0.9344468047275781,207,0,452.40158788405864,439.259652,525.787304,sha256:ed8d37a0a82e1965e95ec65a7c5ec724d38915daaab81b248d040c0fdbe8390c,sha256:2b726202a1eb9987f58c08a02ae57161787d2aad67a5beeee5be9d74fa86ffdb,sha256:60ca719de74b87155aebd7696f848a1757a86655b8330d994b3d69799debf2a7,sha256:b44e22911a13e62a430ed15271566228a2b280455c015f8a2f340c417e609c27,True,model_input,identity_model_input_v1,sha256:b73cdeb67d7f5ba2e8ba5ab98b978809f2bb1f054615f96b49868b1ed7f00374,sha256:493a9becbc2364a6b86c8871002ac4ddd0291c825edc8d6e645f28b8c70b4092,True,model_input,identity_model_input_v1,sha256:448de966419a1cc59705738bf2a9f5f9777515bb0483dc81aa51907e9e1fbe91,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_banknote_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/banknote/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/banknote/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_banknote_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,1,post_freeze_no_retuning_locked_audit,digits_binary,mlp_square_poly3,split_seed_1/digits_binary/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_a12252131b04,14,10,1,26,3,3,3,0,0,0.004057703111046251,0.23845921225271577,252,18,564.0717617407399,548.600821,649.415469,sha256:a12252131b04904ca1e02487de0f8657fdf46f81ac9182d4c53b80e10e8ed514,sha256:febfa1d34552c4407cf4deeae544909f100414bdf131b7d178e6401d7a7a4c7a,sha256:ebdf9f2aeb5415aacd9d618459722277a2c951cfc34aa757b4e212f2f9680696,sha256:7d06227fa8cc610aed08978c8e80459fdbc1220c318068e3665546088b68daef,True,model_input,identity_model_input_v1,sha256:ee80a6d4bce03ad4964a0b06859c8a284f39a4e79c14888f05c3562344bf557f,sha256:c6c57213974d483f0cf20a0b10aad3376b0840424f2049cdcd74c61f77ba9c50,True,model_input,identity_model_input_v1,sha256:d5171d22b9bfd35f4c1c9cc975454b0476f78c00bc75449cccac0dcbf746ec4c,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_digits_binary_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/digits_binary/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/digits_binary/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_digits_binary_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,1,post_freeze_no_retuning_locked_audit,iris_binary,mlp_square_poly3,split_seed_1/iris_binary/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_analysis_minimum_rescale_N14_Q10_S22_d58e9978d023,14,10,1,22,3,3,3,0,0,0.05619477662280786,0.8234305946609587,16,0,441.06103058333343,431.515038,495.977562,sha256:d58e9978d0234c10658b53fd3bcd5b53cc68a259d3494c6d42d034ef2217bedc,sha256:f85f2105887fc303ed56eb6d8d83e198adf01922b5599076e4d4c291fca50f9f,sha256:d3367f2cdb88fc397af2fdd8cc3a9698f29d0a5eeb83ad05875aaf788d7167a1,sha256:761256bb76a1c9738d3ae1ecc3b9e3b3c4f870e7eb9b8be7ad9b38593dd43861,True,model_input,identity_model_input_v1,sha256:870ea188fdc4a2e35b914e682df6506451bd0c45a86d3357b58428d48dd234a2,sha256:e91dcabf5cdc6d4090e506142e2030457e88ee82aaed5c4fe716ac79821056c7,True,model_input,identity_model_input_v1,sha256:d0acfaba00d8614e8fd1ffed2458cd7a106c958c6487d61cfc07593e0afee81b,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_iris_binary_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/iris_binary/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/iris_binary/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_iris_binary_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,1,post_freeze_no_retuning_locked_audit,mnist_pool16,mlp_square_poly3,split_seed_1/mnist_pool16/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_97778e08d5f0,14,10,1,26,3,3,3,0,0,0.006670924751713769,0.27766582084689984,247,4,782.2624680849923,762.4476,897.259779,sha256:97778e08d5f06fa956bd348ab5cc1381fd22030783b03daeb5aa251b9dc57bd2,sha256:4eb969a3d3c8644ade5111617e154854008e366f4b644c1f7ba65c37d310746c,sha256:955ba75c5e242c5ab54dbd24c9cb1be899ec23605a8532506b0a2035178700e5,sha256:2929892dd9549de5c5b4dcb2b8e30c0dd861272904efe101c87da534203aa1db,True,model_input,identity_model_input_v1,sha256:a9bfdb0441981199293db86b7db499accdf71e72c2bd12df859ea30c62ece93b,sha256:c8dbdcaede6e39d0bcf025681ee04ad49fe12d914114943d0ab96e543296ef76,True,model_input,identity_model_input_v1,sha256:595639ffca1cbde529ffa7661a827fcf56a04868906c7b2e529c87f66a300c96,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_mnist_pool16_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/mnist_pool16/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/mnist_pool16/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_mnist_pool16_mlp_square_poly3_locked_audit_keys3.json
full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3,1,post_freeze_no_retuning_locked_audit,wdbc,mlp_square_poly3,split_seed_1/wdbc/mlp_square_poly3,LOCKED_AUDIT_PASS,SAFE,False,synth_repair_scale_1_rescale_N14_Q10_S26_20a8b5b178f8,14,10,1,26,3,3,3,0,0,0.008374675804782794,0.19671609182753044,82,4,560.1650221782941,550.389914,638.685989,sha256:20a8b5b178f8b98929d2e5e503f42f03738f5309651f747cc25d60c0eee96fb7,sha256:b1b85fd014c26c547121ff47cd27925b7a22f9ae45305a5558da026ac688de02,sha256:62f08a2fa20a073a2b3b789df49da7722eb493c9479812f7fe388de154a7fe79,sha256:3b1293c82ce91a8a1e64140d270abe2bea7cdc7f3192718c8e8a1984b6eec314,True,model_input,identity_model_input_v1,sha256:9693e4faf2a1017016053794fe00bb5bb789d1c6213f339cd8e0ab237e6ed155,sha256:cf2885cf6e2773e2cece7ebeac1bb1923ee231db850cd6d28442a99ac0d5b903,True,model_input,identity_model_input_v1,sha256:102c3c07ae46967ae99dc35a83891112123357d54a88eabd9a8e258495e3eea5,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_wdbc_mlp_square_poly3.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/wdbc/mlp_square_poly3/split_manifest.json,results/thesis_grade_protocol/structural_extension_splits_v1/split_seed_1/wdbc/mlp_square_poly3/locked_audit_test.csv,results/thesis_grade_protocol/direct_tabular_autotune_v1/full_structural_poly3_inputmodel_floor18_keys3/locked_audit/full_structural_poly3_inputmodel_floor18_keys3_locked_audit_keys3/results/directv1_full_structural_poly3_inputmodel_floor18_keys3_seed1_wdbc_mlp_square_poly3_locked_audit_keys3.json
